pharmacy	'fɑrməsi	'fɑːməsɪ	n::药房；配药学，药剂学；制药业；一批备用药品::a shop or a part of a shop where medicines are prepared and sold	college of pharmacy::药学院；药剂学院¦pharmacy equipment::药房设备	an all-night pharmacy::通宵药店	n::药房；[药]配药学，药剂学；制药业；一批备用药品::dispensary, officina	n::pharmacist:: 药剂师¦n::pharmacopoeia:: 药典，处方书；一批备用药品¦n::pharmaceutics:: 制药学；配药学		 pharma(药； 毒) + cy → 药店； 药剂学			
adapt	ə'dæpt	ə'dæpt	v::使适应；改编::to gradually change your behaviour and attitudes in order to be successful in a new situation	adapt to something::（使）适合；（使）适应¦adapt for::调整，使适合于；为…改编	The ability to adapt is a definite asset in this job.::适应能力是做这份工作的绝对有利条件。	vt::使适应；改编::condition, suit, season¦vi::适应::adjust, accomodate to, accommodate to	adj::adaptive:: 适应的，适合的¦adj::adaptable:: 适合的；能适应的；可修改的¦n::adapter:: 适配器；改编者；接合器；适应者¦n::adaptation:: 适应；改编；改编本，改写本¦n::adaptor:: [通信] 适配器；（美）改编者；转接器（等于adapter）¦n::adaptability:: 适应性；可变性；适合性¦n::adaption:: 适应；改编本		 ad (表加强)+ apt(适合， 适应) → 使适应； 注意： 不要和adopt(v. 采用， 收养)混淆			
routine	rʊ'tin	ruː'tiːn	n::[计] 程序；日常工作；例行公事::the usual order in which you do things, or the things you regularly do¦adj::日常的；例行的::happening as a normal part of a job or process	routine maintenance::日常维修；例行维护¦routine work::日常工作；常规作业¦daily routine::日常生活；日常工作¦service routine::服务程序¦routine analysis::常规分析；例行分析¦routine examination::常规检查¦routine operation::例行操作¦routine test::定期试验；常规试验；例行程序试验；定期测验¦routine inspection::例行检查；常规检查；日常检验¦routine check::例行检查；程序校验¦routine testing::常规测试；例行检查¦working routine::工作程序；操作程序¦complete routine::完整程序¦executive routine::[计]执行例行程序；管理程序¦routine practice::例行实作	John’s departure had upset their daily routine .::约翰的离去打乱了他们的日常生活。¦Try to get into a routine (= develop a fixed order of doing things ) .::尽量养成一套习惯。¦my daily exercise routine::我每天的锻炼习惯¦Dressing is a task which we do every day as a matter of routine (= done regularly and not unusual ) .::穿衣打扮是我们每天必做的事情。	n::[计]程序；日常工作；例行公事::procedure, program¦adj::日常的；例行的::daily, everyday, household	adv::routinely:: 例行公事地；老一套地¦n::routineer:: 职员；墨守成规者；[通信] 定期测试装置		 每天步行上班， 喝一罐(tin)咖啡然后开始工作， 成了他的惯例(routine)			
financially	faɪ'nænʃəli	faɪ'nænʃəli	adv::财政上；金融上::		After all, your competitors are financially rational.::至少你的对手财政上是理性的。¦And you have to find a way to support yourself financially while you follow your passion.::并且当你跟着你的激情走时，你必须找到一个办法在财政上支持你自己。¦And I know it at Princeton, when you came, the Steve Forbes decided to no longer support the university financially. There have been protests at some of your talks.::我知道当您刚刚来到普林斯顿大学的时候，福布斯集团决定不再支持,大学的财政开支，那时，有一些人,在您的讲座上抗议。	adv::财政上；金融上::fiscally, moneywise	adj::financial:: 金融的；财政的，财务的¦n::finance:: 财政，财政学；金融¦n::financing:: 融资；财务；筹措资金¦n::financier:: 金融家；投资家¦v::financing:: 筹措资金；财政管理；从事金融活动（finance的ing形式）¦vi::finance:: 筹措资金¦vi::financier:: 欺骗；从事欺骗性金融活动¦vt::finance:: 负担经费，供给…经费¦vt::financier:: 对…提供资金					
recommend	'rɛkə'mɛnd	rekə'mend	v::推荐，介绍；劝告；使受欢迎；托付::to advise someone to do something, especially because you have special knowledge of a situation or subject	recommend for::推荐；由于…而称赞	Doctors strongly recommend that fathers should be present at their baby’s birth.::医生极力建议孩子出生时父亲应该在场。¦Sleeping tablets are not recommended in this case.::这种情况下不建议使用安眠药。¦It is dangerous to exceed the recommended dose .::超过建议剂量很危险。	vt::推荐，介绍；劝告；使受欢迎；托付::present, put in a good word¦vi::推荐；建议::put in a good word, advise	n::recommendation:: 推荐；建议；推荐信		 re(一再) + commend(表扬， 称赞) → 推荐			
statistics	stə'tɪstɪks	stə'tɪstɪks	n::统计；统计学；[统计] 统计资料::quantitative data on any subject, esp data comparing the distribution of some quantity for different subclasses of the population 	mathematical statistics::数理统计；数学统计¦bureau of statistics::统计局¦according to statistics::据统计¦statistics analysis::统计分析¦national bureau of statistics::国家统计局¦probability and statistics::概率论与数理统计；概率与统计¦probability statistics::概率统计¦official statistics::官方统计¦health statistics::卫生统计学¦financial statistics::金融统计， 财政统计， 财务统计¦medical statistics::统计学，医疗统计；医用统计学¦economic statistics::经济统计¦multivariate statistics::多元统计；多变量统计¦bureau of labor statistics::劳工统计局¦population statistics::人口统计¦business statistics::业务统计；商业统计学；经济状况统计¦vital statistics::人口动态统计；生命的统计资料¦applied statistics::应用统计；应用统计学¦census and statistics department::政府统计处；统计处¦statistics law::统计法	statistics for earnings by different age groups::	n::[统计]统计；统计学；统计资料::correlations, numerical statement	adj::statistic:: 统计的，统计学的¦adj::statistical:: 统计的；统计学的¦adv::statistically:: 统计地；统计学上¦n::statistic:: 统计数值¦n::statistician:: 统计学家，统计员					
island	'aɪlənd	'aɪlənd	n::岛；岛屿；安全岛；岛状物::a piece of land completely surrounded by water¦adj::岛的::¦vt::孤立；使成岛状::	on the island::在岛上¦hainan island::海南岛¦rhode island::美国罗德岛州¦long island::长岛（美国纽约州东南部岛屿）¦heat island::（城市上空气温偏高的）热岛¦desert island::n. 荒岛¦urban heat island::城市热岛，都市热岛¦south island::n. （新西兰的）南岛¦island arc::[地]弧形列岛¦staten island::斯塔顿岛（地名，位于纽约）¦lantau island::大屿山（香港境内最大的岛屿）¦north island::北岛（新西兰）¦thousand island::千岛湖；千岛酱；千岛式¦big island::夏威夷大岛¦volcanic island::火山岛¦coney island::康尼岛；科尼岛（位于纽约的小岛）；甜筒岛¦easter island::复活节岛（位于太平洋，属于智利）¦tiny island::小岛¦vancouver island::温哥华岛（加拿大西南部岛屿）¦ocean island::n. 大洋岛	The Cayman Islands::开曼群岛¦the Greek island of Crete::希腊克里特岛	n::岛；岛屿；安全岛；岛状物::isle, safety strip¦vt::孤立；使成岛状::to stand alone	n::islander:: 岛上居民		 is + land(陆地) → 岛是水中的陆地 → 岛			
sack	sæk	sæk	n::麻布袋；洗劫::a situation in which an army goes through a place, destroying or stealing things and attacking people¦v::解雇；把……装入袋；劫掠::to dismiss someone from their job	hit the sack::睡觉；就寝¦sack out::睡觉¦sack paper::纸袋；制袋用纸¦sack in::v. 睡觉	the sack of Rome in 1527::1527年对罗马城的劫掠	n::麻布袋；洗劫::gunny bag, burlap bag¦vt::解雇；把……装入袋；劫掠::get the boot, dehire	n::sacking:: 麻袋布（等于sackcloth）¦n::sackcloth:: 粗布衣；制袋用粗麻布¦v::sacking:: 解雇（sack的ing形式）；装进；获得					
legislative	'lɛdʒɪsletɪv	'ledʒɪslətɪv	adj::立法的；有立法权的::concerned with making laws¦n::立法权；立法机构::	legislative council::立法委员会（英国议会上院）¦legislative power::立法权¦legislative body::立法机关¦legislative authority::立法权；法律依据¦legislative session::议会会议；立法会会期¦legislative assembly::立法议会¦legislative control::立法控制；法律监督¦legislative amendment::修订法例	The new assemblies will have no legislative power.::新的议会将没有立法权。¦new legislative measures to stem the flow of drugs into the US::遏制毒品流入美国的新的立法措施		adv::legislatively:: 立法地¦n::legislation:: 立法；法律¦n::legislature:: 立法机关；立法机构¦n::legislator:: 立法者¦n::legislatorship:: 立法者的身份¦vi::legislate:: 立法；制定法律¦vt::legislate:: 用立法规定；通过立法		 leg(法律) + is + lat (产生) + ive(…的) → 产生法律的 → 立法的			
attractive	ə'træktɪv	ə'træktɪv	adj::吸引人的；有魅力的；引人注目的::someone who is attractive is good looking, especially in a way that makes you sexually interested in them	attractive appearance::造型美观¦attractive force::引力，吸引力¦attractive designs::款式新颖；款式新奇¦attractive and durable::美观耐用	an attractive young woman::妩媚动人的年轻女子¦Women seem to find him attractive .::女性似乎觉得他很有吸引力。	adj::吸引人的；有魅力的；引人注目的::dramatic, absorbing	adj::attractable:: 可被吸引的¦adv::attractively:: 迷人地；有吸引力地；动人地¦n::attraction:: 吸引，吸引力；引力；吸引人的事物¦n::attractiveness:: 吸引力；迷惑力¦n::attractor:: [自] 吸引子；引起注意的人¦vi::attract:: 吸引；有吸引力¦vt::attract:: 吸引；引起					
integration	'ɪntə'greʃən	ɪntɪ'greɪʃ(ə)n	n::集成；综合::the combining of two or more things so that they work together effectively	economic integration::经济一体化¦system integration::系统综合¦integration method::积分法¦integration system::积分系¦integration process::（纺织品与服装、农产品）一体化进程¦numerical integration::数值积分；积分计算¦vertical integration::垂直整合；垂直统一管理；纵向结合¦cultural integration::文化整合¦process integration::联合工艺¦social integration::社会整合；社会融合¦curriculum integration::课程整合¦integration testing::集成测试；整合测试；组装测试¦integration of world economy::世界经济一体化¦large scale integration::大规模集成¦integration time::n. 积分时间¦international integration::国际一体化¦integration test::综合测试¦horizontal integration::水平整合；横向结合¦integration by parts::部分积分法，分步积分法¦integration of enterprises::企业整合	problems of racial integration::种族融合的问题	n::集成；综合::synthesis, comprehensiveness	adj::integrate:: 整合的；完全的¦adj::integrated:: 综合的；完整的；互相协调的¦adj::integrative:: 综合的¦n::integrate:: 一体化；集成体¦n::integrator:: [自] 积分器；[电子] 积分电路；整合之人¦n::integrationist:: 主张取消种族隔离的人¦v::integrated:: 整合；使…成整体（integrate的过去分词）¦vi::integrate:: 求积分；取消隔离；成为一体¦vt::integrate:: 使…完整；使…成整体；求…的积分；表示…的总和					
treaty	'triti	'triːtɪ	n::条约，协议；谈判::a formal written agreement between two or more countries or governments	peace treaty::和平条约¦international treaty::国际条约¦north atlantic treaty::北大西洋公约¦patent cooperation treaty::专利合作条约¦north atlantic treaty organization::北大西洋公约组织（等于NATO）¦antarctic treaty::南极条约¦treaty port::通商口岸；根据条约开放的口岸¦maastricht treaty::马斯特里赫特条约¦private treaty::财产转让契约	Both sides have agreed to sign the treaty .::双方都同意签署该条约。¦The peace treaty ends nearly four years of violence.::该和平条约结束了将近四年的暴力。	n::[法]条约，协议；谈判::agreement, protocol, negotiation, understanding, accord	n::treat:: 请客；款待¦vi::treat:: 探讨；请客；协商¦vt::treat:: 治疗；对待；探讨；视为					
guru	'ɡʊru	'gʊruː	n::古鲁（指印度教等宗教的宗师或领袖）；领袖；专家::			n::古鲁（指印度教等宗教的宗师或领袖）；领袖；专家::expert, specialist						
defendant	dɪ'fɛndənt	dɪ'fend(ə)nt	adj::辩护的；为自己辩护的::¦n::被告::the person in a court of law who has been  accused  of doing something illegal		We find the defendant not guilty.::我们裁定被告无罪。	adj::辩护的；为自己辩护的::justificatory, vindicative¦n::[法]被告::accused person, indictee	adj::defensible:: 可防御的；可辩护的；可拥护的¦n::defender:: 防卫者，守卫者；辩护者；拥护者；卫冕者¦vi::defend:: 保卫；防守¦vt::defend:: 辩护；防护		 de(向下) + fend(打击) + ant → 打击报复下属， 被告上法庭 → 被告			
sample	'sæmpl	'sɑːmp(ə)l	v::取样；尝试；抽样检查::to taste food or drink in order to see what it is like¦n::样品；样本；例子::a small part or amount of something that is examined in order to find out something about the whole¦adj::试样的，样品的；作为例子的::	sample preparation::样品制备；样品处理；样品加工¦sample data::样本数据；抽样资料¦sample size::样本量；样本大小¦small sample::小样本，小试样；小包货样¦water sample::水样¦standard sample::标准样品¦sample survey::抽样检查；先行甸；样品鉴定¦test sample::试样；试棒¦random sample::随机样本；随意抽取调查；随机样品¦blood sample::血液样本；血样；血液样品¦soil sample::土壤样本¦sample design::样品设计¦sample solution::样品溶液，试料溶液¦core sample::矿样；岩芯样本；土芯样本¦sample order::照样品定货；试购¦sample space::样本空间；试样空间；取样空间¦representative sample::代表性样本¦sample room::样品间；样品陈列室¦control sample::对照试样¦sample introduction::进样；样品导入	a chance to sample the local food::品尝当地食品的一个机会	vt::取样；尝试；抽样检查::essay, have a try¦n::样品；[图情]样本；例子::example, pattern	n::sampling:: 取样；抽样¦n::sampler:: [自] 采样器；取样器；样品检查员¦v::sampling:: 取样；抽样（sample的ing形式）		 简单的(simple)的样品(sample)			
earnings	'ɝnɪŋz	'ɜːnɪŋz	n::收入::the money that you receive for the work that you do	earnings per share::每股收益¦annual earnings::年收益¦earnings yield::净收益率¦gross earnings::业务总收益¦prospective earnings::预期收益¦earnings report::收益报告（表）¦current earnings::现时盈余¦operating earnings::营业收益	an employee’s average weekly earnings::雇员的平均周薪¦He claimed compensation for loss of earnings.::他要求对工资的损失作出补偿。	n::[会计]收入::income, proceeds, receipt						
requirement	rɪ'kwaɪɚmənt	rɪ'kwaɪəm(ə)nt	n::要求；必要条件；必需品::something that someone needs or asks for	requirement for::需要¦design requirement::设计需求¦technical requirement::技术要求；技术条件；技巧请求¦quality requirement::质量要求¦special requirement::特殊要求；特殊需求¦requirement analysis::需求分析¦water requirement::[化]需水量¦job requirement::职位要求，工作要求¦performance requirement::性能需求；性能规格¦functional requirement::功能要求；功能条件说明书¦material requirement::物料需求；材料需要量¦safety requirement::安全要求；安全规定；安全规格¦meet requirement::满足要求；达到要求¦general requirement::基本要求¦security requirement::安全性要求¦reserve requirement::准备金要求；准备金的规定¦legal requirement::法律要件¦energy requirement::能量需要；能源需要¦operational requirement::工作需求；作战需求¦margin requirement::保证金要求；法定保证金	The refugees’ main requirements are food and shelter.::难民的主要需求是食物和住所。	n::要求；必要条件；必需品::do, necessity, desire, need, demand	adj::required:: 必需的；（美）必修的¦v::required:: 需要（require的过去式及过去分词形式）；要求¦vt::require:: 需要；要求；命令					
export	ˈekspɔːrt；ɪkˈ-	ˈekspɔːt；ɪkˈ-	n::输出，出口；出口商品::the business of selling and sending goods to other countries¦v::输出物资::to sell goods to another country	import and export::进出口；导入和导出；输入和输出¦export trade::出口贸易；出口商¦export commodities::出口商品¦export tax::出口税¦export market::出口市场¦import and export corporation::[经]进出口公司¦export license::出口许可证¦export sales::外销¦export credit::出口信贷，出口借款¦export enterprise::出口企业¦export all::导出所有¦export processing zone::出口加工区¦export agent::出口代理；出口代理商¦export control::出口控制，出口管制¦export product::出口产品¦export credit insurance::出口信用保险；输出信用保险；出口信贷保险¦export price::出口价，出口价格¦export licence::出口许可证，输出许可证¦export declaration::出口申报单¦export department::出口部；外销部	Wheat is one of the country’s main exports.::小麦是该国的主要出口商品之一。	n::输出，[贸易]出口；出口商品::output, exit¦vt::输出，[贸易]出口::output, bulk out	adj::exportable:: 可输出的；可出口的¦n::exporter:: 出口商；输出国¦n::exportation:: 出口		 ex(出) + port(运) → 运出去 → 出口			
disappoint	'dɪsə'pɔɪnt	dɪsə'pɒɪnt	v::使失望::to make someone feel unhappy because something they hoped for did not happen or was not as good as they expected		I hated to disappoint her.::我不愿意让她失望。¦Great things were expected of this band, and they didn’t disappoint.::大家对这支乐队的期望很高，而他们也不负众望。	vt::使失望::fail, let down	adj::disappointed:: 失望的，沮丧的；受挫折的¦adj::disappointing:: 令人失望的；令人扫兴的¦adv::disappointedly:: 失望地¦adv::disappointingly:: 令人失望地¦n::disappointment:: 失望；沮丧¦v::disappointing:: 令人失望（disappoint的ing形式）；辜负…的期望		 dis(不) + appoint(任命) → 没被任命， 所以失望 → 使失望			
speed	spid	spiːd	v::超速，加速；加速，迅速前行；兴隆::to be driving faster than the legal limit¦n::速度，速率；迅速，快速；昌盛，繁荣::the rate at which something moves or travels	high speed::高速全速¦speed up::加速；使加速¦low speed::低速；慢速¦in speed::迅速，赶快¦speed control::速度控制；速度控制器¦wind speed::风速¦speed regulation::速度调节；速度调整¦rotational speed::旋转速度，角速度；圆周速度¦rotating speed::转速；回转速度¦at high speed::全速¦variable speed::变速，可变速率¦rotation speed::旋转速度，转速；自旋马达之回转数¦full speed::全速¦cutting speed::切割速度¦processing speed::处理速度；加工速率¦high speed steel::高速钢；超切钢¦response speed::响应速度；反应速度¦at full speed::全速¦constant speed::恒速；等速¦speed limit::速度限制；最高车速	I got caught speeding on the A40 yesterday.::昨天我在 A40 号干线公路上超速行驶被逮到。	vi::超速，加速；加速，迅速前行；兴隆::quicken up, to accelerate¦n::[力]速度，速率；迅速，快速；昌盛，繁荣::velocity, prosperity, up, tempo¦vt::加快…的速度；使成功，使繁荣::make a go of	adj::speedy:: 快的；迅速的；敏捷的¦adj::speeding:: 高速行驶的¦adv::speedily:: 迅速地；赶紧¦n::speeding:: 超速行驶¦n::speedometer:: 速度计；里程计¦n::speeder:: 快速行动的人或物；调节速度装置¦n::speediness:: 快速；迅速¦v::speeding:: 促进（speed的ing形式）					
uniform	'junɪfɔrm	'juːnɪfɔːm	adj::统一的；一致的；相同的；均衡的；始终如一的::being the same in all its parts or among all its members¦n::制服::a particular type of clothing worn by all the members of a group or organization such as the police, the army etc¦v::使穿制服；使成一样::	in uniform::穿制服¦uniform distribution::均匀分布；一致分布¦school uniform::校服¦military uniform::军装¦uniform temperature::均匀温度；恒温¦uniform customs::统一惯例¦uniform flow::[化]均匀流；等流速¦uniform motion::均匀（等速）运动¦uniform load::均布荷载¦uniform customs and practice::统一惯例；统一处理规则¦non uniform::不均匀的，非统一的¦uniform magnetic field::均匀磁场¦uniform convergence::一致收敛；均匀收敛¦uniform structure::一致结构¦uniform rules::统一规则¦uniform system::统一制度；伞伐作业¦uniform speed::匀速；等速¦uniform price::统一价格¦uniform velocity::匀速度，等速度；均速¦uniform strength::均匀强度	Grade A eggs must be of uniform size.::A 级鸡蛋必须大小相同。	adj::统一的；一致的；相同的；均衡的；始终如一的::united, consistent, corresponding, matching, same¦n::[服装]制服::monkey suit, livery	adj::uniformed:: 穿着制服的¦adv::uniformly:: 一致地¦n::uniformity:: 均匀性；一致；同样¦v::uniformed:: 使穿制服（或军服）；使成一样（uniform的过去式）¦vt::uniformize:: 使一律；使均匀；使始终如一		 uni(单一) + form(形式) → 统一的； 相同的			
ahead	ə'hɛd	ə'hed	adj::向前；在前的；领先::¦adv::向前地；领先地；在（某人或某事物的）前面；预先；在将来，为未来::a short distance in front of someone or something	ahead of::在…之前¦go ahead::前进；进行¦forge ahead::继续进行，取得进展¦ahead of time::提前；提早¦ahead of schedule::adv. 提前¦straight ahead::一直向前；主流爵士乐¦get ahead::获得成功；取得进步；走在前面¦look ahead::预测未来，计划未来¦go straight ahead::一直往前走¦move ahead::前进；进行；进展¦go ahead with::继续进行，继续¦press ahead::继续进行¦push ahead::向前推进¦lie ahead::即将来临；在前面¦keep ahead::领先；保持领先地位¦on ahead::抢先，提前¦a step ahead::棋先一招，领先一步¦ahead of the game::领先，占优势；捷足先登¦get ahead of::v. 胜过¦think ahead::事先考虑；预见	He kept his gaze fixed on the car ahead.::他的目光一直盯着前面的那辆汽车。¦We could see the lights of Las Vegas up ahead .::我们能看到前方拉斯维加斯的灯光。¦Henry hurried on ahead (=  went in front of the others  ) .::亨利赶紧跑到前面。	adv::领先；向前；预先::forth, in advance, previously, to, along¦adj::领先的；向前的::forward, antrorse			 a + head(头) → 超过一个头 → 在…前面			
ounce	aʊns	aʊns	n::盎司；少量；雪豹::a unit for measuring weight, equal to 28.35 grams. There are 16 ounces in a pound.	troy ounce::金衡制盎司	One ounce of almonds contains nearly half the recommended daily amount.::一盎司杏仁大约包含每日需求量的一半。¦I knew every ounce would weigh on me like a little anchor, so I was determined not to include a single item that was unnecessary or superfluous.::我意识到每盎司的重量都会成为一个小小的船锚压迫着我，所以我决定不带任何一样不必要的或多余的东西。	n::[金融]盎司；少量；雪豹::bit, tad						
prediction	prɪ'dɪkʃən	prɪ'dɪkʃ(ə)n	n::预报；预言::a statement about what you think is going to happen, or the act of making this statement	prediction model::预测模型；推算模型¦earthquake prediction::地震预报¦prediction error::n. 预测误差¦prediction algorithm::预测算法¦linear prediction::线性预测；线性预报¦weather prediction::天气预报¦reliability prediction::[经]可靠性预计¦failure prediction::[计]失效预测，故障预测	The data can be used to make useful economic predictions .::这些数据可用于进行有用的经济预测。	n::预报；预言::message, forecast	adj::predictable:: 可预言的¦adj::predictive:: 预言性的；成为前兆的¦adv::predictably:: 可预言地¦n::predictor:: [气象] 预报器；预言者¦n::predictability:: 可预测性；可预言¦vi::predict:: 作出预言；作预料，作预报¦vt::predict:: 预报，预言；预知		 predict(预言) + ion(表行为) → 预言			
leverage	'lɛvərɪdʒ	'liːv(ə)rɪdʒ; 'lev(ə)rɪdʒ	n::手段，影响力；杠杆作用；杠杆效率::influence that you can use to make people do what you want¦v::利用；举债经营::to spread or use resources(= money, skills, buildings etc that an organization has available ), ideas etc again in several different ways or in different parts of a company, system etc	financial leverage::财务杠杆；财务杠杆作用¦leverage ratio::杠杆比率；杠杆率；资本充足率¦leverage effect::杠杆效应，举债经营效果¦operating leverage::营业杠杆作用；营业杠杆	diplomatic leverage by the US::美国的外交影响力	n::手段，影响力；[力]杠杆作用；杠杆效率::instrument, shift, road, tool, resort	n::lever:: 杠杆；控制杆¦n::leveraging:: 杠杆作用；举债经营¦v::leveraging:: 利用贷款进行投机（leverage的ing形式）¦vi::lever:: 用杠杆撬¦vt::lever:: 用杠杆撬动；把…作为杠杆		 lever(杠杆) + age(名词后缀) → 杠杆作用； 力量			
stimulate	'stɪmjə'let	'stɪmjʊleɪt	v::刺激；鼓舞，激励::to encourage or help an activity to begin or develop further	stimulate economic growth::拉动经济增长¦stimulate domestic demand::刺激国内需求	Her interest in art was stimulated by her father.::她对艺术的兴趣是她父亲激发的。	vt::刺激；鼓舞，激励::fan, power, motivate, needle, activate	adj::stimulating:: 刺激的；有刺激性的¦adj::stimulated:: 受激的¦adj::stimulant:: 激励的；使人兴奋的¦adj::stimulative:: 促进的；刺激的；激励的¦n::stimulus:: 刺激；激励；刺激物¦n::stimulation:: 刺激；激励，鼓舞¦n::stimulant:: [药] 兴奋剂；刺激物；酒精饮料¦n::stimulative:: 刺激；促进因素¦v::stimulating:: 刺激；激励；促进（stimulate的ing形式）¦v::stimulated:: 刺激（stimulate的过去式和过去分词）					
sponsor	'spɑnsɚ	'spɒnsə	n::赞助者；主办者；保证人::someone who officially agrees to help someone else, or to be responsible for what they do¦v::赞助；发起::to give money to a sports event, theatre, institution etc, especially in exchange for the right to advertise		You cannot get a work visa without an American sponsor.::如果没有美国担保人就拿不到工作签证。	n::赞助者；主办者；保证人::friend, guarantee, entrepreneur¦vt::赞助；发起::launch, support of	n::sponsorship:: 赞助；发起；保证人的地位；教父母身份		 spons(音似： 四帮四) + or → 四帮四的形式资助 → 赞助			
venue	'vɛnju	'venjuː	n::审判地；犯罪地点；发生地点；集合地点::		The first thing to do is book a venue.::首先要做的是预订一个会场。	n::审判地；犯罪地点；发生地点；集合地点::assembly point			 ven(来) + ue → 大家一起来 → (会议)地点			
memory	'mɛməri	'mem(ə)rɪ	n::记忆，记忆力；内存，[计] 存储器；回忆::someone’s ability to remember things, places, experiences etc	in memory of::纪念…¦shape memory::形状记忆；外形记忆¦from memory::根据记忆¦shape memory alloy::形状记忆合金¦memory card::记忆卡，存储插件¦working memory::内存储器；工作存储器¦main memory::[电脑]主存储器¦memory management::[计]内存管理¦memory space::存储空间；存储量¦flash memory::闪速存储器¦virtual memory::虚拟内存¦memory effect::记忆效应；存储存应¦memory function::记忆功能；记忆函数¦shared memory::共享内存；共享存储器¦memory stick::记忆棒¦computer memory::计算机内存；计算机存储器¦memory capacity::[计]记忆容量；[计]存储器容量¦cherish the memory of::怀念（某人）¦short-term memory::短期记忆，短时记忆¦memory allocation::内存分配；存储器分配	He has lots of happy memories of his stay in Japan.::他对在日本逗留的那段时光有许多美好的回忆。	n::[心理]记忆，记忆力；内存，[计]存储器；回忆::mind, retention	adj::memorial:: 记忆的；纪念的，追悼的¦n::memorial:: 纪念碑，纪念馆；纪念仪式；纪念物¦n::memoriser:: 存储器¦n::memorizer:: [计] 存储器¦vt::memorize:: 记住，背熟；记忆¦vt::memorise:: （英）记忆；存储（等于memorize）	oblivion				
draft	dræft	drɑːft	n::汇票；草稿；选派；（尤指房间、烟囱、炉子等供暖系统中的）（小股）气流::a piece of writing or a plan that is not yet in its finished form¦v::起草；制定；征募::to write a plan, letter, report etc that will need to be changed before it is in its finished form¦adj::初步画出或（写出）的；（设计、草图、提纲或版本）正在起草中的，草拟的；以草稿形式的；草图的::a piece of writing that is not yet in its finished form	first draft::初稿¦draft at::汇票期限¦draft resolution::提案；决议草案¦sight draft::[经]即期汇票¦draft tube::尾水管；通风管；引流管¦draft at sight::即期汇票¦draft contract::合同草案¦draft beer::生啤酒¦bank draft::[经]银行汇票，银行票据¦draft fan::抽风机；通风机；通气风扇¦rough draft::草稿；底子¦induced draft::诱导通风；进气通风¦on draft::(啤酒)散装的，可从容器中随时直接汲出的¦induced draft fan::引风机；抽风式风扇¦draft out::起草¦draft plan::草图，草案¦documentary draft::跟单汇票；押汇汇票¦natural draft::自然通风¦time draft::定期汇票¦final draft::最终稿，正稿	the rough draft of his new novel::他的新小说的草稿¦I read the first draft and thought it was very good.::我读了第一稿，觉得非常好。¦All parties eventually approved the final draft (= finished form ) of the peace treaty.::各方最后都同意了和平条约的终稿。		n::drafting:: 起草；制图；拖拽¦n::drafter:: 起草者；役马（等于draughter）¦v::drafting:: 起草；挑选；脱去（draft的ing形式）					
shed	ʃɛd	ʃed	v::流出；摆脱；散发；倾吐::to get rid of something that you no longer need or want¦n::小屋，棚；分水岭::a small building, often made of wood, used especially for storing things	shed light on::阐明；使…清楚地显出¦shed crocodile tears::[谚]猫哭老鼠；假慈悲¦shed skin::蜕皮	The company is planning to shed about a quarter of its workforce.::这家公司正计划裁减约四分之一的人员。¦The magazine is desperately trying to shed its old-fashioned image.::这份杂志急于摆脱其过时的形象。¦a diet to help you shed pounds::帮助你减肥的食谱	vt::流出；摆脱；散发；倾吐::stream, steam, slip¦vi::流出；脱落；散布::discharge, issue¦n::小屋，棚；分水岭::cottage, divide, cabin	n::shedding:: 脱落；蜕落¦n::shedder:: 脱壳期的虾和蟹；使流出的人；倒注者¦v::shedding:: 脱落（shed的ing形式）		 she(她) + d → 女孩子掉眼泪 → 流出			
arrears	ə'rɪrz	ə'rɪəz	n::[会计] 拖欠；待完成的事；应付欠款::if someone is in arrears, or if their payments are in arrears, they are late in paying something that they should pay regularly, such as rent		Many people are in arrears with their rent.::许多人拖欠房租。	n::[会计]拖欠；待完成的事；应付欠款::delinquencies			 ar(表加强) + rear(后面的) + s → 拖在后面的事情 → 欠款； 待完成的事			
privilege	ˈprɪvəlɪdʒ	ˈprɪvəlɪdʒ	n::特权；优待::a special advantage that is given only to one person or group of people¦v::给与…特权；特免::to treat some people or things better than others	special privilege::特权；特别优惠；特殊许可	He had no special privileges and was treated just like every other prisoner.::他不享受特权，待遇和任何其他犯人一样。	n::[计]特权；优待；基本权利::franchise, peculiar	adj::privileged:: 享有特权的；有特别恩典的¦v::privileged:: 给予…特权；免除（privilege的过去分词）					
approximation	ə'prɑksə'meʃən	ə,prɒksɪ'meɪʃn	n::[数] 近似法；接近；[数] 近似值::a number, amount etc that is not exact, but is almost correct	approximation method::近似方法；近似法；尝试法¦linear approximation::线性近似，线性逼近¦successive approximation::连续的近似值；连续的学习步骤；逐次近似计算法¦first approximation::第一近似值¦born approximation::玻恩近似；玻饵似¦approximation error::近似误差¦adiabatic approximation::绝热近似¦least square approximation::最小平方逼近¦approximation theorem::逼近定理¦degree of approximation::近似度，逼近度¦initial approximation::初始近似值；起始方位；初始近似¦method of approximation::近似法¦quadratic approximation::二次逼近	That is a fair approximation of the way in which the next boss is being chosen.::那是一个挑选下任老板的大体近似方式。	n::[数]近似法；接近；近似值::neighborhood, proximity	adj::approximative:: 近似的¦adv::approximately:: 大约，近似地；近于					
